cellID,Hoechst_1,CD4,FOXP3,PD-L1,Vimentin,Hoechst_2,IBA1,SOX2,PD-1,Hoechst_3,CD163,PAN-CK,gH2AX,Hoechst_4,TIM3,CD11c,CD8a,Hoechst_5,E-cadherin,CD66b,CD20,Hoechst_6,Ki67,p-S6,CD31,Hoechst_7,CD45RO,HLA-DBP1,NKG2A,CD45_2,X_centroid,Y_centroid,Area,MajorAxisLength,MinorAxisLength,Eccentricity,Solidity,Extent,Orientation,Sample,Condition,Replicate,phenotype
39,8278.85416666667,629.027777777778,242.578703703704,605.946759259259,20.7685185185185,2212.52777777778,410.055555555556,205.694444444444,954.6875,3729.85416666667,419.539351851852,1116.86342592593,996.872685185185,2688.98611111111,373.513888888889,132.863425925926,1007.39583333333,2484.45138888889,1187.50925925926,397.863425925926,965.613425925926,1970.27777777778,939.428240740741,2013.58796296296,576.891203703704,1140.98842592593,310.293981481481,118.12962962963,1008.99768518519,413.460648148148,13557.9560185185,8514.5462962963,432,24.8095820942685,22.3128625968962,0.437199175463016,0.968609865470852,0.785454545454545,0.174583357481567,FAHNSCC_15,HN,1,Ki67+ tumor cells
71,14918.9171374765,834.118644067797,284.239171374765,611.05461393597,62.0320150659134,3953.84934086629,762.28813559322,216.719397363465,958.536723163842,6300.93973634652,505.932203389831,1715.47269303202,960.93220338983,4621.91525423729,512.09604519774,195.634651600753,1027.5329566855,4037.75141242938,1081.12429378531,404.474576271186,972.472693032015,3721.76271186441,547.442561205273,1877.11299435028,574.248587570622,1852.50282485876,366.898305084746,136.870056497175,1027.49529190207,423.273069679849,13661.6290018832,8780.38606403013,531,29.8801340412569,22.6920605525224,0.650581585082003,0.968978102189781,0.756410256410256,-0.640991938126736,FAHNSCC_15,HN,1,tumor cells
75,14299.585106383,669.481382978723,244.590425531915,596.702127659574,19.1023936170213,3307.31382978723,495.88164893617,245.178191489362,955.980053191489,5473.89494680851,436.833776595745,1012.80319148936,1270.16090425532,3328.96276595745,389.214095744681,144.815159574468,1123.80585106383,2457.73670212766,1132.96941489362,398.682180851064,1035.15159574468,1896.35239361702,5511.55984042553,1958.88164893617,572.002659574468,844.003989361702,272.70079787234,111.014627659574,998.496010638298,410.779255319149,13407.9082446809,8656.41489361702,752,32.8795410059133,29.1332974252392,0.463567589788995,0.970322580645161,0.785788923719958,0.0463743867763538,FAHNSCC_15,HN,1,Ki67+ tumor cells
113,8808.89142857143,545.272857142857,216.805714285714,603.917142857143,15.6757142857143,2265.50428571429,430.078571428571,223.957142857143,959.17,3446.37428571429,377.99,576.562857142857,1023.61571428571,2298.03571428571,371.202857142857,193.362857142857,1161.25571428571,1725.92857142857,1264.63571428571,397.672857142857,1056.16428571429,1206.15142857143,658.862857142857,2152.32857142857,580.837142857143,808.338571428571,273.168571428571,131.588571428571,1005.49,410.3,12934.3385714286,9032.12,700,33.0239106086118,27.0034332955472,0.575653998462299,0.970873786407767,0.757575757575758,0.18845199668995,FAHNSCC_15,HN,1,tumor cells
129,8576.65137614679,571.733944954128,219.834862385321,600.003440366972,28.6261467889908,2027.66972477064,467.534403669725,224.911697247706,953.947247706422,3004.62958715596,398.685779816514,758.454128440367,1089.13302752294,2012.12385321101,369.457568807339,163.346330275229,1108.15366972477,1563.83486238532,694.11123853211,381.014908256881,1008.69266055046,1249.58142201835,275.581422018349,2796.58371559633,582.442660550459,779.139908256881,276.586009174312,118.504587155963,987.735091743119,411.135321100918,14137.873853211,9199.43119266055,872,36.239819284057,30.774053788345,0.528106889760721,0.973214285714286,0.803686635944701,-0.185119143228272,FAHNSCC_15,HN,1,tumor cells
153,6273.30535714286,702.657142857143,254.923214285714,602.346428571429,10.4607142857143,1397.41785714286,460.332142857143,246.871428571429,963.348214285714,2282.95178571429,411.571428571429,2330.48928571429,979.898214285714,1865.41428571429,401.544642857143,162.019642857143,1039.43928571429,1396.65357142857,1623.70178571429,407.533928571429,1020.70714285714,991.8125,452.783928571429,3450.61607142857,578.169642857143,854.339285714286,303.6625,116.678571428571,999.603571428571,416.278571428571,14054.6821428571,8150.69642857143,560,28.8299039122543,25.0069114446791,0.497620435736477,0.97053726169844,0.714285714285714,-0.643648772630412,FAHNSCC_15,HN,1,tumor cells
156,10746.8288159772,558.308131241084,215.659058487875,599.138373751783,17.8388017118402,2607.57489300999,451.300998573467,264.363766048502,958.699001426534,3893.5577746077,393.064194008559,1158.38516405136,1218.22111269615,2616.12553495007,371.122681883024,159.566333808845,1066.00142653352,2003.37660485021,899.062767475036,383.299572039943,1120.12696148359,1447.93437945792,11178.3067047076,1571.68901569187,575.677603423681,698.37089871612,225.694721825963,101.554921540656,979.115549215406,407.172610556348,13555.9757489301,9047.49928673324,701,33.4215037233282,26.7554722841801,0.599270463127365,0.979050279329609,0.817016317016317,1.35690798249442,FAHNSCC_15,HN,1,Ki67+ tumor cells
210,9273.24639769452,755.671469740634,266.125360230548,599.492795389049,18.1541786743516,1981.30403458213,528.208933717579,267.64265129683,961.818443804035,3144.31700288184,524.402017291066,2027.30403458213,997.038904899135,2264.91930835735,443.478386167147,162.743515850144,1076.88616714697,1618.78242074928,1541.12968299712,395.958213256484,954.21325648415,1171.90489913545,387.466858789625,5156.32276657061,578.527377521614,984.21613832853,341.942363112392,124.083573487032,1012.02593659942,416.082132564842,14427.6772334294,8576.34870317003,694,30.5918197277862,28.9833147509216,0.319991475366452,0.976090014064698,0.797701149425287,1.06571276621451,FAHNSCC_15,HN,1,tumor cells
211,15158.4816247582,688.098646034816,249.970986460348,607.00580270793,18.8607350096712,3714.95744680851,482.727272727273,209.044487427466,949.497098646035,5743.57253384913,469.835589941973,1019.91295938104,980.51837524178,4526.00773694391,377.181818181818,123.564796905222,990.187620889749,3457.14506769826,1227.76789168279,388.061895551257,976.912959381044,3067.2746615087,3738.53771760155,2452.77562862669,580.1083172147,1474.61508704062,332.479690522244,120.276595744681,1016.65377176015,417.591876208898,14349.3191489362,8702.20889748549,517,26.7763562325276,24.5977031882682,0.395106797342297,0.966355140186916,0.795384615384615,0.399734489218489,FAHNSCC_15,HN,1,Ki67+ tumor cells
219,10817.5925925926,743.069958847737,259.076131687243,603.72633744856,16.0699588477366,2128.18312757202,547.310699588477,234.271604938272,955.569958847737,3307.74897119342,447.183127572017,1357.07613168724,1120.97530864198,2816.44032921811,409.246913580247,151.820987654321,1032.67695473251,1880.36419753086,1428.05967078189,420.452674897119,1083.30452674897,1330.47325102881,11824.7633744856,1909.02880658436,571.337448559671,977.191358024691,326.106995884774,125.261316872428,1009.48971193416,416.868312757202,13653.1563786008,8152.11522633745,486,26.3686429321253,23.5260214221884,0.451646649082096,0.972,0.747692307692308,0.911203025252688,FAHNSCC_15,HN,1,Ki67+ tumor cells
